783,6
784,0
785,6
786,1
787,4
788,0
789,5
790,0
791,0
792,2
793,6
794,5
795,4
796,5
797,1
798,3
799,0
800,0
801,0
802,1
803,0
804,0
805,4
806,3
807,0
808,1
809,2
810,1
811,5
812,2
813,4
814,4
815,4
816,4
817,6
818,3
819,0
820,4
821,3
822,5
823,1
824,1
825,0
826,2
827,6
828,1
829,1
830,1
831,0
832,3
833,2
834,0
835,5
836,5
837,0
838,5
839,0
840,5
841,1
842,6
843,0
844,6
845,2
846,6
847,5
848,2
849,5
850,6
851,1
852,6
853,2
854,5
855,2
856,5
857,2
858,2
859,0
860,0
861,2
862,0
863,4
864,2
865,2
866,1
867,4
868,6
869,1
870,0
871,0
872,4
873,1
874,1
875,0
876,0
877,6
878,1
879,2
880,2
881,4
882,1
883,3
884,2
885,3
886,5
887,6
888,6
889,0
890,4
891,0
892,4
893,0
894,2
895,5
896,2
897,2
898,6
899,2
900,0
901,6
902,0
903,1
904,1
905,3
906,0
907,1
908,2
909,2
910,1
911,6
912,6
913,3
914,2
915,6
916,2
917,0
918,5
919,5
920,0
921,0
922,6
923,4
924,2
925,4
926,2
927,4
928,3
929,4
930,2
931,6
932,1
933,5
934,6
935,0
936,4
937,5
938,1
939,3
940,2
941,2
942,4
943,6
944,3
945,3
946,4
947,3
948,4
949,0
950,0
951,5
952,6
953,2
954,1
955,0
956,0
957,3
958,1
959,1
960,5
961,0
962,0
963,1
964,4
965,1
966,0
967,3
968,4
969,2
970,2
971,1
972,5
973,4
974,6
975,1
976,6
977,0
978,2
979,6
980,0
981,4
982,0
983,0
984,5
985,4
986,4
987,4
988,5
989,4
990,1
991,0
992,1
993,1
994,2
995,4
996,4
997,6
998,0
999,6
1000,2
1001,5
1002,4
1003,2
1004,1
1005,0
1006,5
1007,0
1008,3
1009,0
1010,1
1011,5
1012,6
1013,2
1014,0
1015,2
1016,6
1017,0
1018,6
1019,4
1020,0
1021,1
1022,6
1023,6
1024,5
1025,5
1026,0
1027,6
1028,4
1029,0
1030,6
1031,4
1032,4
1033,0
1034,0
1035,4
1036,5
1037,0
1038,5
1039,0
1040,2
1041,2
1042,2
1043,4
1044,0
1045,6
1046,3
1047,6
1048,1
1049,5
1050,2
1051,1
1052,3
1053,4
1054,1
1055,5
1056,0
1057,0
1058,5
1059,1
1060,2
1061,1
1062,4
1063,6
1064,1
1065,0
1066,1
1067,5
1068,3
1069,0
1070,1
1071,4
1072,2
1073,2
1074,5
1075,3
1076,6
1077,2
1078,2
1079,3
1080,2
1081,2
1082,4
1083,1
1084,4
1085,2
1086,5
1087,0
1088,1
1089,0
1090,2
1091,3
1092,0
1093,5
1094,2
1095,3
1096,5
1097,0
1098,1
1099,6
1100,4
1101,6
1102,0
1103,6
1104,0
1105,4
1106,2
1107,2
1108,3
1109,0
1110,6
1111,2
1112,4
1113,0
1114,6
1115,6
1116,5
1117,6
1118,4
1119,0
1120,4
1121,4
1122,2
1123,1
1124,1
1125,4
1126,0
1127,5
1128,3
1129,1
1130,4
1131,5
1132,0
1133,4
1134,2
1135,1
1136,6
1137,2
1138,4
1139,0
1140,4
1141,0
1142,5
1143,2
1144,3
1145,6
1146,3
1147,1
1148,1
1149,0
1150,4
1151,6
1152,4
1153,2
1154,6
1155,6
1156,5
1157,1
1158,2
1159,1
1160,6
1161,2
1162,0
1163,3
1164,0
1165,4
1166,6
1167,4
1168,0
1169,0
1170,3
1171,6
1172,0
1173,4
1174,1
1175,6
1176,4
1177,0
1178,4
1179,1
1180,0
1181,1
1182,5
1183,0
1184,5
1185,3
1186,5
1187,6
1188,3
1189,5
1190,6
1191,5
1192,0
1193,4
1194,6
1195,6
1196,6
1197,4
1198,6
1199,4
1200,2
1201,6
1202,1
1203,2
1204,4
1205,4
1206,0
1207,0
1208,4
1209,2
1210,4
1211,6
1212,1
1213,0
1214,1
1215,4
1216,0
1217,2
1218,6
1219,4
1220,4
1221,0
1222,5
1223,0
1224,6
1225,4
1226,0
1227,0
1228,6
1229,0
1230,2
1231,4
1232,6
1233,3
1234,1
1235,4
1236,1
1237,4
1238,4
1239,0
1240,2
1241,0
1242,6
1243,0
1244,0
1245,1
1246,3
1247,0
1248,4
1249,1
1250,2
1251,2
1252,0
1253,1
1254,6
1255,4
1256,5
1257,5
1258,5
1259,5
1260,6
1261,6
1262,1
1263,0
1264,0
1265,4
1266,4
1267,2
1268,6
1269,4
1270,1
1271,0
1272,1
1273,0
1274,2
1275,1
1276,6
1277,0
1278,6
1279,3
1280,4
1281,6
1282,6
1283,0
1284,6
1285,0
1286,4
1287,0
1288,3
1289,0
1290,1
1291,4
1292,0
1293,0
1294,4
1295,3
1296,4
1297,2
1298,4
1299,2
1300,0
1301,2
1302,0
1303,0
1304,6
1305,5
1306,0
1307,4
1308,1
1309,1
1310,0
1311,4
1312,1
1313,5
1314,0
1315,5
1316,0
1317,4
1318,5
1319,0
1320,1
1321,2
1322,4
1323,0
1324,2
1325,1
1326,4
1327,3
1328,0
1329,0
1330,6
1331,5
1332,1
1333,5
1334,4
1335,4
1336,2
1337,2
1338,1
1339,2
1340,3
1341,1
1342,4
1343,5
1344,5
1345,0
1346,5
1347,4
1348,0
1349,1
1350,5
1351,6
1352,2
1353,0
1354,6
1355,2
1356,4
1357,4
1358,0
1359,0
1360,5
1361,5
1362,5
1363,0
1364,3
1365,3
1366,1
1367,0
1368,4
1369,0
1370,3
1371,4
1372,6
1373,2
1374,3
1375,6
1376,4
1377,0
1378,2
1379,3
1380,4
1381,1
1382,4
1383,0
1384,5
1385,1
1386,1
1387,4
1388,0
1389,5
1390,4
1391,4
1392,2
1393,5
1394,4
1395,0
1396,5
1397,4
1398,4
1399,6
1400,1
1401,6
1402,1
1403,0
1404,2
1405,3
1406,1
1407,6
1408,2
1409,1
1410,1
1411,2
1412,2
1413,2
1414,6
1415,0
1416,3
1417,1
1418,5
1419,4
1420,0
1421,1
1422,6
1423,3
1424,4
1425,6
1426,3
1427,1
1428,6
1429,4
1430,1
1431,0
1432,4
1433,4
1434,6
1435,0
1436,5
1437,5
1438,4
1439,6
1440,2
1441,0
1442,2
1443,6
1444,4
1445,1
1446,1
1447,4
1448,4
1449,2
1450,2
1451,6
1452,3
1453,1
1454,1
1455,4
1456,4
1457,0
1458,2
1459,0
1460,4
1461,1
1462,4
1463,6
1464,2
1465,6
1466,2
1467,6
1468,5
1469,0
1470,6
1471,4
1472,1
1473,4
1474,2
1475,6
1476,2
1477,6
1478,4
1479,0
1480,6
1481,6
1482,4
1483,0
1484,6
1485,6
1486,4
1487,4
1488,4
1489,0
1490,2
1491,2
1492,2
1493,0
1494,5
1495,0
1496,3
1497,3
1498,0
1499,1
1500,6
1501,2
1502,2
1503,4
1504,2
1505,4
1506,0
1507,0
1508,4
1509,4
1510,0
1511,1
1512,5
1513,5
1514,3
1515,0
1516,5
1517,1
1518,2
1519,0
1520,1
1521,5
1522,4
1523,0
1524,0
1525,2
1526,0
1527,6
1528,6
1529,2
1530,0
1531,6
1532,1
1533,6
1534,6
1535,4
1536,4
1537,5
1538,3
1539,2
1540,1
1541,0
1542,0
1543,1
1544,4
1545,4
1546,4
1547,1
1548,2
1549,1
1550,4
1551,1
1552,6
1553,0
1554,2
1555,0
1556,4
1557,0
1558,4
1559,4
1560,4
1561,1
1562,4
1563,0
1564,4
1565,6
1566,1
1567,1
1568,1
1569,0
1570,1
1571,2
1572,2
1573,5
1574,1
1575,0
1576,0
1577,0
1578,2
1579,4
1580,3
1581,3
1582,0
1583,5
1584,3
1585,5
1586,5
1587,4
1588,1
1589,6
1590,4
1591,6
1592,0
1593,6
1594,3
1595,0
1596,4
1597,0
1598,3
1599,3
1600,5
1601,5
1602,2
1603,0
1604,6
1605,2
1606,3
1607,2
1608,5
1609,5
1610,4
