,0
120,388691.4633979091
121,426445.8843076341
122,1058786.99618447
123,197027.48112764384
124,395011.0691963226
125,1061816.6486218583
126,943980.0048429137
127,459978.74022463954
128,2065127.8056391105
129,707708.7977440435
130,819384.2117077298
131,625850.6458162339
132,222802.07050413574
133,272270.9444111898
134,994874.5389738393
135,520651.6729757163
136,530341.0111397257
137,417593.04627264384
138,932368.433060816
139,201275.1898036885
140,385378.31637613184
141,916703.8009530474
142,633594.301657485
143,93863.8259198236
144,378910.35715884704
145,2258325.2851623353
146,562289.8245688116
147,-78085.33928993612
148,657061.8940533015
149,115283.84817209293
150,1204374.9248106128
151,528604.0427525531
152,701404.4817125435
153,1664298.9469886688
154,213237.14716980315
155,469772.55086506146
156,611716.2461656769
157,558796.3925312697
158,132052.85040545504
159,420064.22451717476
160,1333777.5023198256
161,554404.6535229326
162,634441.7819881301
163,288719.84585202637
164,1282872.5539568309
165,245950.52218262124
166,111311.02820334298
167,644130.3516045297
168,196558.7435899076
169,480179.5778479369
170,61317.339155037305
171,980235.8857445593
172,388116.15217702603
173,455767.55328873964
174,146895.7726086743
175,931523.3927638668
176,696470.0212042383
177,109275.16622376628
178,163585.23816426727
179,284244.8812313199
180,-40198.165364636545
181,1230342.8815061427
182,540996.0936892704
183,388410.86457637313
184,297517.2563038457
185,734403.0130806963
186,569171.4367880982
187,609535.7990530264
188,421757.29281759646
189,578040.0309838328
190,166461.58599307569
191,206052.31905910978
192,94971.44880125916
193,321131.06017128914
194,381741.18478402845
195,419527.51858154195
196,276855.8793380091
197,558864.867923823
198,809458.6512778542
199,900105.1113072501
200,828160.9596712815
201,1271387.4662338817
202,635170.4192968262
203,695600.1428446878
204,194938.32628625073
205,464410.42654370796
206,336095.45125665376
207,564573.7765311474
208,234616.61641924642
209,203018.74598148616
210,989735.1751819099
211,589562.8831360686
212,1286516.6619561475
213,251530.04415398795
214,136177.77082082274
215,690884.9345786516
216,366160.80036724533
217,375790.1366104706
218,165045.466441611
219,146118.5668617775
220,978579.1015113753
221,569125.5378598437
222,786917.7486675405
223,532152.3253174784
224,258270.74037647975
225,288219.4590805598
226,114547.48146578338
227,216824.5228258249
228,126948.64018545777
229,226707.71712532674
230,666297.6546991576
231,1069039.2166974389
232,825333.2436966423
233,131894.1717638155
234,1174873.8848243076
235,491363.2880880184
236,585610.4956422887
237,875792.9548707854
238,931675.9805905814
239,530331.5711300329
240,478364.8768457206
241,435812.6651609113
242,690032.143251874
243,564858.1604318869
244,865413.5463168211
245,262404.3876348728
246,531292.4466138434
247,392736.2714564038
248,876698.2176790226
249,976116.2289859005
250,888810.9902778631
251,508948.6951526789
252,897863.136784466
253,1386257.597338759
254,624740.3183363919
255,76468.47304337489
256,438246.6426948431
257,1054451.1588247453
258,493169.2791266842
259,631137.8361352389
260,651220.1701868529
261,303530.85601731995
262,827121.0345495716
263,797782.6006063215
264,451579.78722440114
265,357547.3115502007
266,719230.7760818385
267,616581.2430925379
268,542108.9832221491
269,1754145.9725090736
270,753954.3416127454
271,515951.9225930773
272,762582.7404519117
273,571712.9775762152
274,770192.5851981333
275,271043.8269523514
276,1010729.6698807604
277,613715.4088178175
278,267021.1167910653
279,553942.5250648872
280,547133.6577951325
281,431223.5643580023
282,654666.2538230994
283,257418.30003266438
284,203868.2132446544
285,389035.5223971746
286,414004.385399895
287,393652.231793156
288,1312161.2724240036
289,406110.0067105236
290,307740.7602019209
291,491393.867238538
292,401567.83204482065
293,473992.6708988433
294,903141.0227195998
295,962784.4330282337
296,521238.9220202679
297,249472.30337093776
298,835534.6932388695
299,794465.1497279628
300,38116.58249381301
301,207230.65122890403
302,950138.6991077391
303,1237395.8166267471
304,619633.0196470532
305,830754.0388729225
306,270600.7324727059
307,878400.0126235606
308,347340.64057644457
309,552368.5638606952
310,-51040.032831994555
311,297701.14867494756
312,130394.24162538198
313,349765.8156224954
314,246912.95802068623
315,505942.6105567678
316,607299.1208623111
317,202919.35329931264
318,745811.7252918854
319,1944122.2132612518
320,463587.1726151109
321,434284.3313284881
322,64626.76488294109
323,429690.25232961704
324,885986.5949761097
325,861072.4681177409
326,755602.8718911819
327,514126.40319621074
328,1351053.5220181616
329,68772.4622434635
330,317563.50878583675
331,174481.95906309382
332,568241.6555650032
333,597815.9501359425
334,449763.11830532935
335,279591.4756006559
336,-61958.50732443039
337,746748.7410657355
338,548797.0448803791
339,354471.95682779944
340,381985.6760973511
341,619332.3715454295
342,858103.8090068861
343,700927.4324184607
344,269856.4015937577
345,166523.57979071524
346,67098.42350748827
347,727332.9182677701
348,405666.0550106247
349,290206.19431453804
350,427809.673834605
351,389133.4262268755
352,1072276.4042874954
353,342843.6142350016
354,211103.81681683793
355,562714.0269862436
356,304890.84188091906
357,639049.6933747553
358,-334757.3235498818
359,565151.3651012153
360,1348267.0848302208
361,88136.86552341387
362,-32957.324870085926
363,119636.48920260352
364,348807.1471750884
365,444192.0038584337
366,254935.03052026115
367,304335.4571327084
368,57599.77341560536
369,881114.4437724319
370,1266553.5026422846
371,849288.4148333261
372,475703.9231931488
373,482219.17915765475
374,1394523.3501046072
375,134780.83911739517
376,287752.2557128703
377,902848.2531436628
378,746728.7683624197
379,355320.0103888955
380,753289.6131156473
381,695117.810722307
382,356108.8136539358
383,680816.6282105239
384,661805.4988283118
385,1148738.185637471
386,358742.9624091956
387,837860.5986118761
388,521739.2196703692
389,492412.11968065356
390,183545.7397634689
391,960112.3400234897
392,149028.49544292275
393,447054.1432378369
394,-196960.1807349266
395,403724.75551204674
396,20582.286597416183
397,934029.7041715803
398,617277.9774855179
399,657487.6592091859
400,111186.92136151966
401,1326843.9870984394
402,712522.5962446922
403,68933.16408289841
404,512628.752061637
405,1574415.5398018372
406,1059242.6985570963
407,-36641.70265671602
408,249951.26679854875
409,962431.3793814781
410,702340.843605313
411,91306.1686313384
412,241561.96974299982
413,103651.80837762018
414,561182.8702813803
415,470306.2328275911
416,440082.21406569274
417,136308.28567479493
418,474176.6695800149
419,540631.7694397308
420,268840.41894994857
421,100865.3017755993
422,234126.96124591096
423,527367.2953789481
424,190034.21532928612
425,748232.098674881
426,337898.4793229209
427,547305.1084091824
428,798606.1642892853
429,113468.11203056405
430,387934.5488363801
431,595601.6081301324
432,836712.9580912131
433,178519.7269002322
434,458725.016311968
435,856407.6093743425
436,72594.14977077174
437,579234.8472807904
438,1423298.815947669
439,487440.28452538897
440,539652.3055842229
441,537329.1033871504
442,778368.8236436448
443,470500.6858956893
444,1412505.7584422769
445,665093.640857552
446,368168.6809630984
447,424579.92820182757
448,1378365.4976851742
449,586943.1553085549
450,316374.33345393697
451,538654.3207667175
452,92084.15034559031
453,519618.59879838384
454,539260.3418256491
455,696648.0949075671
456,195451.4005265215
457,163424.1515960031
458,181498.2551118798
459,636342.3180469817
460,258687.62166955817
461,472910.0740965246
462,296915.8737625944
463,254323.92605696234
464,144172.9712457711
465,499658.0498162821
466,364551.0043879539
467,568761.5260777447
468,172150.8754957025
469,445938.6262145309
470,282501.34143726854
471,362391.42793643684
472,327697.5768807336
473,365931.71852458594
474,215241.359858836
475,475636.51777652476
476,492381.3050637485
477,213791.38778814021
478,298861.30359969183
479,391658.67407005804
480,284273.8841761762
481,425074.71885006235
482,475789.37700689374
483,417252.9966919606
484,285980.4577694454
485,395133.06504915503
486,566424.5581316827
487,456388.8823872447
488,298586.690916391
489,361652.80333001236
490,1141513.527188791
491,513712.1204366755
492,87509.9665966673
493,502026.5944283209
494,91351.35592674307
495,979428.4773616318
496,449618.272175684
497,987039.0300221513
498,344642.32226213836
499,601590.0318806438
500,818690.8321326061
501,777389.1543533386
502,773700.1442664127
503,195966.23751953978
504,675559.6288304514
505,551063.082720855
506,605401.6016389912
507,433750.2874809345
508,1117449.922201722
509,333544.24352144497
510,863996.6615348156
511,1074552.148821896
512,743265.9697794096
513,318848.18282914
514,1276412.9717728847
515,655346.2466661762
516,511668.8072970733
517,494786.4448931876
518,433418.06883106276
519,489935.06405073777
520,206967.7797523777
521,44059.511785311974
522,1319564.0862848246
523,979874.3083689872
524,712081.664963278
525,330875.87025781267
526,665711.7120025351
527,439529.9254883188
528,641657.5693083775
529,316135.9553066066
530,274711.2766549626
531,191663.55676505395
532,441180.66978657944
533,1033570.3956014886
534,736655.8803563901
535,751003.446583751
536,271377.3193058185
537,834011.8537767609
538,1136384.9229065313
539,379957.74481198355
540,121977.61541772872
541,906517.5407561739
542,1108806.585252291
543,152759.66325377923
544,1130451.4701901395
545,546272.3280351349
546,148871.6692668663
547,478549.5509251285
548,405419.49062284303
549,225760.25375514512
550,1144924.4561617172
551,460316.6978377764
552,423723.1051626792
553,219006.17250406026
554,481000.02435821807
555,221233.32409171434
556,810023.6796624732
557,433788.4053767023
558,278758.04489899415
559,349428.30014054116
560,277929.35054123023
561,200151.330502695
562,1510281.313603836
563,359933.6472502074
564,211465.3048649666
565,805740.1515800896
566,185169.25892982335
567,695271.0400582538
568,247799.10566852312
569,593988.7794066343
570,445119.36252884567
571,227137.12240029534
572,354044.0750106049
573,640749.8267979785
574,751580.6440444996
575,-80318.09276400568
576,1181311.9076695244
577,461818.6075267267
578,634575.2412229824
579,155490.29052469833
580,452445.0240770868
581,608189.0751354513
582,254746.75884674466
583,784036.4431688205
584,682528.193214475
585,158830.37153722742
586,271655.22002678196
587,331026.56979512225
588,378350.06864486006
589,532171.5475832518
590,536650.2265915502
591,-185775.99125644803
592,500503.589154111
593,-21687.179793601943
594,705714.2078935585
595,186295.18827794626
596,772023.3370665846
597,429198.969441248
598,316028.7338299033
599,386680.31890775985
600,662688.6211843635
601,535111.3557426736
602,462699.5155873246
603,679517.9897324838
604,657558.7118527901
605,114557.10950325883
606,687110.150742915
607,542197.0554037365
608,683444.4671914928
609,917774.2148354736
610,518403.8190123575
611,167635.68463741784
612,599722.7832832863
613,1564410.7099918548
614,115015.91916711413
615,775125.4055786371
616,783424.9008510369
617,325933.48180350766
618,394808.91469661635
619,835482.2657321081
620,718606.3404193405
621,470539.2132350374
622,352198.59942724125
623,593530.9552769456
624,390454.22451858886
625,394254.17002641293
626,134154.10439655965
627,367787.5475327512
628,343189.20703677763
629,696732.5605508931
630,342588.9986525398
631,828009.8976998341
632,233329.94456538837
633,669505.7617612281
634,412963.57812848664
635,445633.57435871474
636,572024.8640555737
637,230854.41519493453
638,96747.85064329125
639,425997.11056352174
640,119497.61549466773
641,438918.05171638005
642,653488.5994276765
643,1057984.5316119557
644,-181019.19312160445
645,394415.8458510499
646,409682.0602127962
647,472158.7744864479
648,402984.1457616972
649,254152.1150571718
650,1315897.0119537907
651,358101.5327208191
652,1438914.6929128473
653,260740.86476018385
654,615159.0805342937
655,454287.80299307185
656,218516.38379807147
657,317049.7794982126
658,925368.486245329
659,572113.8283800274
660,616539.7340140882
661,1053479.3644035237
662,334051.5070629519
663,498591.48360781476
664,520535.3918094147
665,1496383.5883226518
666,366670.32761224674
667,362508.1320612343
668,552264.4720759015
669,548675.4334919327
670,537516.0609617127
671,373440.0868142145
672,1677528.1022557835
673,267811.34336808446
674,370531.61376805755
675,520274.3369561449
676,948223.382664612
677,732784.7370163836
678,315799.2016714823
679,783447.9134502178
680,264862.7028133977
681,255534.96951389703
682,434055.9422627068
683,878966.3045876774
684,480533.281075001
685,276789.6699510398
686,662394.6235863019
687,762354.0630439472
688,790702.7090030605
689,913254.6870779176
690,520762.80459762376
691,911875.6506778258
692,449555.57416331023
693,802030.3937933757
694,392387.49437432666
695,934175.923892953
696,278544.73560984834
697,198696.56262083718
698,336342.9815491695
699,741540.7828554976
700,490269.96844715544
701,468487.6923413841
702,644807.7794069255
703,600592.0122222572
704,589656.4144087986
705,404141.85691102804
706,393543.8606380415
707,519146.0811762238
708,283277.08375770866
709,152647.72725438
710,358431.48213583743
711,-113380.59264268629
712,355423.0283062429
713,650285.2275811959
714,302439.5859114273
715,476700.3246601311
716,301927.8299632573
717,1362804.855623878
718,344956.74209713866
719,547751.3645526897
720,99841.10983633605
721,479339.99783314485
722,71876.14654926572
723,502628.82413199893
724,624834.9684402246
725,488597.7902170748
726,338755.0699130562
727,550936.8812918672
728,341553.1225908316
729,426920.8008029829
730,444256.8112718527
731,1257039.1301771526
732,136895.61553471576
733,459781.03439187945
734,518119.8859005098
735,835473.4839577265
736,1604402.3216613356
737,1203157.9983865505
738,243579.4812146469
739,300593.79505069647
740,550655.8756975261
741,696308.6128578316
742,939917.065892216
743,272316.8058794289
744,475785.733414475
745,179786.56512511527
746,758112.789082742
747,712442.0133754882
748,106048.81085240189
749,278417.5433407987
750,680127.9615395991
751,433726.22989045235
752,928619.3808699728
753,298446.04218442296
754,1104113.5870948515
755,335903.5607308878
756,100274.41883953346
757,474743.54807921255
758,407924.20906605746
759,325309.3696685991
760,393290.2801345099
761,622128.2715584164
762,859811.0888725249
763,823985.4694028974
764,300286.3762854531
765,-5672.977312872827
766,466238.88659789716
767,294431.5164443287
768,475003.8449548753
769,471478.53192361165
770,660930.0150901895
771,1030805.6162817811
772,1258671.2641585688
773,383904.40111490944
774,613834.3447522686
775,870842.5747288198
776,642083.7958038609
777,645879.7792174232
778,661408.3519485041
779,664285.22159973
780,132789.2619299731
781,965966.1479401845
782,746993.9108458789
783,798770.9700611413
784,277145.7976618197
785,486327.37864131655
786,305649.17712672823
787,120532.6494853826
788,497339.5214580131
789,939234.5418084115
790,3185.6193894064927
791,431057.95693182223
792,657933.0375371412
793,249586.78811082715
794,896398.3467538219
795,342489.35606335034
796,603398.1468511112
797,450495.891465037
798,713507.7394006901
799,211678.6008443439
800,1768171.4853259623
801,474852.4070349025
802,1515702.5657756303
803,385780.7095906022
804,502044.00626303884
805,377108.3130418388
806,798158.3316721515
807,767107.2692630629
808,227078.96104380395
809,170529.09545093466
810,675670.2490071934
811,234232.2283558956
812,454507.7211030278
813,346626.4537529986
814,957746.7500702343
815,394345.88427000295
816,388296.0842072426
817,962220.7865357075
818,29916.127971073205
819,1142746.0187760629
820,925040.1499158486
821,747432.4052375859
822,1526517.4230765894
823,5489.985827051278
824,890101.0869434911
825,1018771.6542286482
826,584312.4687987196
827,285303.3180502344
828,431033.96518585214
829,9622.561195171991
830,572272.2755902497
831,972760.4894260375
832,133231.62257742247
833,571985.3778824577
834,319967.42190543306
835,711751.4109419868
836,366569.2913555375
837,645308.358832749
838,231659.50042309717
839,1074297.437909442
840,346360.9230528808
841,250627.10871580843
842,715096.9775424328
843,430527.8648205567
844,1121990.2895463398
845,255471.19992809248
846,137302.75753102242
847,571157.8865500015
848,649079.0667512481
849,2772228.5906372205
850,457814.4612726377
851,96377.54033245827
852,419214.7705691543
853,674283.0662115614
854,397678.1192709649
855,120127.3756236689
856,383800.2609468434
857,1070095.6511849933
858,512462.26435615006
859,446729.09571457736
860,939268.868346615
861,331758.9893578433
862,296604.0081418217
863,121429.2339272456
864,1331967.3144854207
865,661371.5569817536
866,575151.4073125056
867,249218.10166920698
868,71574.07273117168
869,546302.1552481907
870,326570.2037567054
871,196695.49934428046
872,636454.6614459287
873,746931.6547312993
874,542377.2237617751
875,732001.2795845327
876,101475.88806094235
877,556997.3781858913
878,553736.7989212823
879,385340.9969116576
880,459064.74154944345
881,-30972.492421590607
882,814984.628733681
883,302969.5416399451
884,257124.3479073643
885,183670.09086762613
886,1244138.5627208864
887,586520.9061970892
888,397201.4609783001
889,312947.5368329616
890,510436.31743158493
891,366350.35355423344
892,569531.366811217
893,674062.3001106873
894,559496.3796062681
895,493177.6353116203
896,414876.57219493424
897,-95302.35968438358
898,764170.8095496051
899,259755.4917713108
900,347515.17505673924
901,702047.189268935
902,349265.0932009714
903,182846.4695540233
904,901176.7513766673
905,112134.20007952815
906,729879.3158842811
907,193365.81781630567
908,586027.2321161892
909,732102.7187379489
910,285173.8289047294
911,377037.80640071677
912,870753.4542226365
913,528744.8064212041
914,381658.64538168756
915,437418.19682270195
916,363815.89032472123
917,153938.3426604538
918,308571.37879588536
919,217384.37829615665
920,612924.8408760267
921,832741.4308497526
922,863887.4808982327
923,255005.8397826022
924,442289.5429564464
925,270412.78774413787
926,328760.0530877863
927,979573.4654785136
928,367682.67004967644
929,595255.4387253427
930,314605.70418561005
931,518260.249094803
932,405183.76563407714
933,164593.07761777454
934,466150.2712789172
935,180170.72194537986
936,642326.9541941651
937,271245.09275936463
938,655805.2414860496
939,390226.7435030646
940,531435.5269975648
941,669865.252340948
942,586335.9534359458
943,763511.8379103576
944,586156.9395774102
945,1188598.3754591702
946,497366.406086204
947,706112.4622254089
948,699371.8720939782
949,357454.0919295909
950,1448808.1365184574
951,446276.22331888974
952,524856.7531837656
953,717131.7598986299
954,1128751.4269227623
955,176715.18129447143
956,780803.251012042
957,184685.46444400668
958,526421.3756249611
959,691587.6314014243
960,294777.3398598513
961,863616.492740734
962,496367.224268371
963,299291.0389066258
964,1328226.2004558782
965,218417.44627010112
966,1574221.128943563
967,336556.5625374138
968,653966.3240151611
969,472324.6585910823
970,201379.191939298
971,415601.47528560506
972,205182.91227680206
973,395198.87906853936
974,134145.7839019089
975,1224483.9234735195
976,616174.6634950776
977,-85074.01211384963
978,341368.29790600075
979,282150.36905919545
980,1220753.8422819101
981,269092.10849481047
982,510071.18456866033
983,410706.8491420136
984,834525.1852497023
985,63007.20848477032
986,486021.97214003094
987,615167.3349386445
988,237244.80550787528
989,290551.7482811975
990,666213.8465597596
991,862770.9012850674
992,205212.60130908072
993,615889.691739944
994,738796.3400958305
995,519436.51179563894
996,358283.2990714542
997,1602207.1046920468
998,837197.6012162629
999,820240.3782629787
1000,218523.67092681653
1001,538249.5544043175
1002,398982.54287217767
1003,641048.7386511343
1004,1107297.8705036137
1005,136204.67922911176
1006,690393.6829845186
1007,804829.083280388
1008,449801.1606256047
1009,323964.25748673384
1010,1447174.5241481028
1011,724761.2281763233
1012,-27582.86290530907
1013,219860.80611926434
1014,1053469.9480493495
1015,732567.1792595265
1016,611145.2816668018
1017,578953.0653168611
1018,1345193.2472072863
1019,315906.88732606045
1020,546863.4267764174
1021,556435.1900727261
1022,68503.74197497725
1023,509588.2985148971
1024,511057.853141631
1025,504455.4897015253
1026,556557.2190518721
1027,664110.1856716538
1028,372414.14597944217
1029,509342.7730017018
1030,489977.7750358175
1031,-200340.50197898818
1032,447181.8458869887
1033,88613.46075564082
1034,432205.8877379517
1035,810980.7693341
1036,700056.963287924
1037,405835.00791766564
1038,305191.41814284225
1039,365279.9256031936
1040,308559.0085422072
1041,651008.1632775582
1042,1193645.6474497481
1043,814386.9143380055
1044,1142460.5953103804
1045,1117910.6296900993
1046,589062.6855780049
1047,488521.6499806921
1048,144814.94032394094
1049,1483687.3999975123
1050,162129.82237460575
1051,631181.9452971857
1052,411150.249581416
1053,769879.6318884769
1054,628336.5911200608
1055,1119480.3717579308
1056,1470007.186370761
1057,764808.0803474061
1058,343409.8269219366
1059,260817.8106015991
1060,605036.2231467143
1061,1050133.9359758918
1062,741320.3697040176
1063,776711.5142608744
1064,207120.41543329885
1065,859121.83248251
1066,792162.2174702847
1067,833603.4529281207
1068,1790928.2986326832
1069,641323.7344335038
1070,333550.06567830057
1071,493158.66193346283
1072,347659.55556454405
1073,165620.87659367663
1074,359724.69437875017
1075,651504.2226451245
1076,4598.6482243286155
1077,550456.223435513
1078,355635.4480808459
1079,453732.0235272036
1080,378021.84848080855
1081,833557.5025544115
1082,152280.26011196
1083,14905.32618604193
1084,421299.46284807613
1085,251586.6019326722
1086,506092.71724064543
1087,1560945.236491318
1088,896717.5274015723
1089,1070982.7425885487
1090,586937.6440119649
1091,347929.86665770796
1092,16309.78716085694
1093,621842.7558425466
1094,585820.963258612
1095,664731.1193444675
1096,384247.4990386438
1097,624399.2503517717
1098,334100.1863191945
1099,258039.2070784783
1100,427788.85194619605
1101,502124.03942015534
1102,643096.4778566539
1103,303640.01610226545
1104,480708.48474509304
1105,542298.4120554053
1106,102803.2311550086
1107,454855.5539237448
1108,105143.19264149852
1109,503114.2854081434
1110,1110821.7109075321
1111,567218.0181604916
1112,369889.5642715002
1113,755492.9664392702
1114,324938.86320269725
1115,209233.88270155573
1116,75827.84761289868
1117,1220287.2366165996
1118,218902.06783120346
1119,435507.2179155393
1120,232809.76823018858
1121,1153154.1526069879
1122,537482.3385784033
1123,654473.9385974215
1124,523013.9552358376
1125,414378.44407378277
1126,408566.6845316404
1127,453992.79167293
1128,200935.06091075862
1129,459497.62024502596
1130,545974.5865656079
1131,1069306.9630536716
1132,365232.4850549685
1133,600182.5367886742
1134,494684.9984036485
1135,618079.4830414902
1136,588338.5162160544
1137,1350675.5283511432
1138,712034.0115713062
1139,903573.3686929564
1140,376899.7287088161
1141,-27062.41834467725
1142,306376.16791125096
1143,411025.46547957987
1144,1150914.2215252784
1145,842743.8339799345
1146,663401.4018435215
1147,279471.558272994
1148,477447.2772116256
1149,396997.1967786454
1150,539704.4935373699
1151,1060946.3999024604
1152,1702377.262379297
1153,185724.80336975603
1154,490013.0887195129
1155,267683.186135846
1156,641271.4938697886
1157,626319.7044845338
1158,911633.3322317221
1159,446355.2601310756
1160,527669.7767981861
1161,625954.5711143316
1162,475513.1023856051
1163,302542.29786090937
1164,876159.3133739796
1165,898416.7904222996
1166,1170689.0030809152
1167,326520.86983449024
1168,430444.6729679296
1169,1146367.3395170083
1170,221045.01778531668
1171,414893.1709843961
1172,102931.44151618384
1173,583030.5775119144
1174,718714.0392026582
1175,292693.4676802143
1176,1758636.6871595434
1177,427894.6086466048
1178,690388.6002329269
1179,439554.4901317357
1180,490656.7894066876
1181,662393.6877617162
1182,293508.99451212375
1183,1203984.243087276
1184,500819.4161416134
1185,699599.6562612065
1186,553401.7324059912
1187,459612.87937837164
1188,560380.8866194392
1189,709526.1080006012
1190,367947.2989298289
1191,203234.91399168264
1192,785758.9410812387
1193,515223.4630203509
1194,541161.2313136868
1195,693862.1555360919
1196,128336.04538484215
1197,533731.5601365293
1198,628419.5578922759
1199,852061.5715533823
1200,323209.34756709926
1201,584489.3613487087
1202,204830.60953152075
1203,1244964.547414253
1204,1105808.6497032635
1205,359086.2597192881
1206,737805.8544475152
1207,1143954.7111137118
1208,345270.09730448364
1209,238802.6190729047
1210,598573.8794689839
1211,448809.7062234434
1212,144567.90430090035
1213,91711.9364930244
1214,1257589.1589419264
1215,369788.2427933138
1216,766866.6780037264
1217,686989.9166883006
1218,1106823.0881421638
1219,236507.3829216605
1220,812448.5603549532
1221,948768.1046234455
1222,400873.01356078
1223,342792.25780872523
1224,355359.42096806807
1225,257310.43265778426
1226,374650.4698083388
1227,192579.10451529862
1228,129995.2193297827
1229,1152023.7610873226
1230,491470.57610363374
1231,817710.4382436126
1232,954751.6914440277
1233,933309.0914673181
1234,433812.1027145061
1235,796432.9252658357
1236,231021.32392542448
1237,460772.16712934733
1238,806644.1973599368
1239,252024.27332577307
1240,351032.5637452041
1241,328724.0266552125
1242,708723.7208348933
1243,550533.6375531774
1244,1034244.9521929428
1245,95231.22020046064
1246,733161.2617706982
1247,742826.532158038
1248,369971.80358373094
1249,483872.52929488523
1250,618918.0200489673
1251,567666.8958436077
1252,571844.9359579342
1253,317003.17756683426
1254,1333313.2265981757
1255,284614.1208910562
1256,819242.1716432455
1257,342000.02599206066
1258,595493.4422968942
1259,365708.3281399495
1260,1220188.0066983462
1261,806949.8307079354
1262,788702.9538827116
1263,574482.1882553798
1264,719264.2625095648
1265,1157259.6381247044
1266,974687.7396660917
1267,908861.9191090756
1268,692538.4149426059
1269,98163.12124387326
1270,178036.23462560517
1271,282296.83058697626
1272,935247.3473610906
1273,396803.3106380233
1274,1217359.872144879
1275,518823.0578382766
1276,1069283.4023490332
1277,352257.68148717727
1278,106335.98073257762
1279,685895.9963350699
1280,46174.06071985653
1281,270217.3077913638
1282,1784784.8243208409
1283,607616.3799287392
1284,749930.5256617456
1285,317973.3300237509
1286,600976.5337635922
1287,594205.35604023
1288,423223.74820843514
1289,690068.5532987071
1290,289920.5842385575
1291,563555.4425518325
1292,301067.320844795
1293,542960.678962974
1294,875562.3175412519
1295,537032.1716112356
1296,602796.454894523
1297,171667.58814171766
1298,-160757.65681353977
1299,831862.6410440698
1300,637687.5684777376
1301,332369.7002656786
1302,263104.6827237766
1303,158611.166224639
1304,1351542.634955134
1305,435601.1469147785
1306,822246.7528343091
1307,523509.6923745718
1308,44980.04577074648
1309,110393.58536609798
1310,487030.00438680814
1311,455858.6693977483
1312,324861.7119167793
1313,566070.7045224968
1314,586978.6902935313
1315,346783.7005270168
1316,545244.2896277282
1317,272806.21035451954
1318,526303.8812533758
1319,326855.2435393642
1320,490053.15780137456
1321,236708.3714960848
1322,744571.9755647435
1323,476437.81914291636
1324,905308.853253783
1325,370089.2727919762
1326,511939.0107413152
1327,589065.5996123316
1328,458475.0713542735
1329,361753.2723533693
1330,869043.1899641901
1331,459779.00381612487
1332,1107370.6209931574
1333,376274.8588374943
1334,340905.0910684143
1335,-134768.9910523391
1336,629785.9783570728
1337,691103.4611599956
1338,148497.6693749195
1339,735604.494560366
1340,270574.4704060607
1341,199448.0285442694
1342,755960.5255588208
1343,101887.94487859402
1344,660554.5641384665
1345,150961.28389414767
1346,518381.1622230491
1347,314940.3484130184
1348,118654.42332471936
1349,1609262.080787722
1350,249151.0743498212
1351,304632.6730479433
1352,823043.5651570156
1353,378356.6712880763
1354,444416.50554038095
1355,609662.4074439188
1356,1136427.337801245
1357,461834.4139325927
